# Description: This file contains daily global mean near-surface (2m) air temperature
#  data from ERA5 from 1940 to 2026 as well as daily temperature anomalies relative to
#  the 1991-2020 reference period.
# Data source: The original ERA5 gridded hourly data used to generate the time series can be
#  downloaded from the C3S Climate Data Store (CDS) at the following link:
#  https://cds.climate.copernicus.eu/datasets/reanalysis-era5-single-levels
# Data availability: The ERA5 data available in the CDS are updated with a 5-day delay (120 hours)
#  behind real-time. Note that the time series below includes values based on ERA5 data not yet
#  available in the CDS (for days 2 to 5 behind real-time).
# Status: Can be preliminary or final. If preliminary, the values will likely change (slightly)
#  once the final ERA5 data for the day are available (typically 3 days behind real-time).
# Columns:
#  2t: Daily mean absolute temperature based on hourly values from 00 to 23 UTC
#  clim_91-20: Daily climatology for 1991-2020
#  ano_91-20: Daily anomaly relative to the 1991-2020 daily climatology
#  status: Preliminary or final
# Units: deg. C
# Last updated: 27 Jul 2026
date,2t,clim_91-20,ano_91-20,status
1940-01-01,11.718,12.480,-0.762,FINAL
1940-01-02,11.662,12.472,-0.810,FINAL
1940-01-03,11.664,12.465,-0.801,FINAL
1940-01-04,11.676,12.458,-0.782,FINAL
1940-01-05,11.600,12.452,-0.852,FINAL
1940-01-06,11.518,12.446,-0.928,FINAL
1940-01-07,11.496,12.440,-0.945,FINAL
1940-01-08,11.455,12.435,-0.980,FINAL
1940-01-09,11.349,12.431,-1.081,FINAL
1940-01-10,11.354,12.427,-1.073,FINAL
1940-01-11,11.409,12.423,-1.015,FINAL
1940-01-12,11.457,12.421,-0.964,FINAL
1940-01-13,11.574,12.418,-0.845,FINAL
1940-01-14,11.592,12.417,-0.825,FINAL
1940-01-15,11.517,12.416,-0.899,FINAL
1940-01-16,11.472,12.416,-0.944,FINAL
1940-01-17,11.481,12.417,-0.936,FINAL
1940-01-18,11.527,12.418,-0.891,FINAL
1940-01-19,11.518,12.420,-0.902,FINAL
1940-01-20,11.518,12.423,-0.905,FINAL
1940-01-21,11.488,12.426,-0.938,FINAL
1940-01-22,11.477,12.431,-0.954,FINAL
1940-01-23,11.459,12.436,-0.977,FINAL
1940-01-24,11.389,12.442,-1.053,FINAL
1940-01-25,11.345,12.448,-1.103,FINAL
1940-01-26,11.375,12.455,-1.080,FINAL
1940-01-27,11.423,12.463,-1.040,FINAL
1940-01-28,11.451,12.472,-1.021,FINAL
1940-01-29,11.439,12.482,-1.042,FINAL
1940-01-30,11.497,12.492,-0.994,FINAL
1940-01-31,11.497,12.502,-1.005,FINAL
1940-02-01,11.502,12.513,-1.011,FINAL
1940-02-02,11.501,12.525,-1.024,FINAL
1940-02-03,11.449,12.538,-1.089,FINAL
1940-02-04,11.512,12.551,-1.039,FINAL
1940-02-05,11.581,12.564,-0.983,FINAL
1940-02-06,11.612,12.578,-0.966,FINAL
1940-02-07,11.630,12.592,-0.962,FINAL
1940-02-08,11.665,12.607,-0.942,FINAL
1940-02-09,11.622,12.622,-1.001,FINAL
1940-02-10,11.645,12.638,-0.993,FINAL
1940-02-11,11.701,12.654,-0.953,FINAL
1940-02-12,11.713,12.671,-0.957,FINAL
1940-02-13,11.705,12.687,-0.982,FINAL
1940-02-14,11.761,12.705,-0.943,FINAL
1940-02-15,11.794,12.722,-0.928,FINAL
1940-02-16,11.864,12.740,-0.876,FINAL
1940-02-17,11.977,12.758,-0.781,FINAL
1940-02-18,12.088,12.776,-0.688,FINAL
1940-02-19,12.114,12.795,-0.682,FINAL
1940-02-20,12.107,12.814,-0.708,FINAL
1940-02-21,12.102,12.834,-0.732,FINAL
1940-02-22,12.105,12.854,-0.749,FINAL
1940-02-23,12.100,12.874,-0.774,FINAL
1940-02-24,12.134,12.895,-0.761,FINAL
1940-02-25,12.208,12.916,-0.707,FINAL
1940-02-26,12.247,12.937,-0.690,FINAL
1940-02-27,12.249,12.959,-0.709,FINAL
1940-02-28,12.282,12.981,-0.699,FINAL
1940-02-29,12.321,12.992,-0.671,FINAL
1940-03-01,12.321,13.003,-0.683,FINAL
1940-03-02,12.287,13.026,-0.740,FINAL
1940-03-03,12.326,13.050,-0.724,FINAL
1940-03-04,12.351,13.074,-0.723,FINAL
1940-03-05,12.413,13.098,-0.685,FINAL
1940-03-06,12.451,13.122,-0.672,FINAL
1940-03-07,12.439,13.148,-0.709,FINAL
1940-03-08,12.434,13.173,-0.739,FINAL
1940-03-09,12.400,13.199,-0.799,FINAL
1940-03-10,12.343,13.225,-0.883,FINAL
1940-03-11,12.286,13.252,-0.966,FINAL
1940-03-12,12.256,13.279,-1.023,FINAL
1940-03-13,12.256,13.307,-1.051,FINAL
1940-03-14,12.297,13.335,-1.038,FINAL
1940-03-15,12.419,13.363,-0.945,FINAL
1940-03-16,12.552,13.392,-0.840,FINAL
1940-03-17,12.624,13.421,-0.797,FINAL
1940-03-18,12.627,13.451,-0.824,FINAL
1940-03-19,12.610,13.481,-0.871,FINAL
1940-03-20,12.591,13.511,-0.920,FINAL
1940-03-21,12.597,13.541,-0.944,FINAL
1940-03-22,12.578,13.572,-0.994,FINAL
1940-03-23,12.566,13.603,-1.037,FINAL
1940-03-24,12.550,13.634,-1.084,FINAL
1940-03-25,12.554,13.666,-1.112,FINAL
1940-03-26,12.617,13.697,-1.080,FINAL
1940-03-27,12.725,13.729,-1.004,FINAL
1940-03-28,12.842,13.761,-0.919,FINAL
1940-03-29,12.964,13.793,-0.829,FINAL
1940-03-30,12.966,13.826,-0.859,FINAL
1940-03-31,13.003,13.858,-0.855,FINAL
1940-04-01,13.108,13.891,-0.783,FINAL
1940-04-02,13.190,13.923,-0.733,FINAL
1940-04-03,13.273,13.956,-0.683,FINAL
1940-04-04,13.343,13.989,-0.646,FINAL
1940-04-05,13.383,14.022,-0.639,FINAL
1940-04-06,13.447,14.055,-0.608,FINAL
1940-04-07,13.559,14.087,-0.528,FINAL
1940-04-08,13.649,14.120,-0.471,FINAL
1940-04-09,13.618,14.153,-0.536,FINAL
1940-04-10,13.635,14.186,-0.552,FINAL
1940-04-11,13.622,14.219,-0.597,FINAL
1940-04-12,13.581,14.252,-0.671,FINAL
1940-04-13,13.610,14.285,-0.675,FINAL
1940-04-14,13.645,14.317,-0.672,FINAL
1940-04-15,13.751,14.350,-0.599,FINAL
1940-04-16,13.831,14.382,-0.551,FINAL
1940-04-17,13.888,14.415,-0.527,FINAL
1940-04-18,13.940,14.447,-0.507,FINAL
1940-04-19,13.960,14.479,-0.519,FINAL
1940-04-20,13.998,14.511,-0.513,FINAL
1940-04-21,13.992,14.543,-0.551,FINAL
1940-04-22,13.990,14.574,-0.584,FINAL
1940-04-23,13.984,14.606,-0.622,FINAL
1940-04-24,13.993,14.637,-0.644,FINAL
1940-04-25,13.996,14.668,-0.672,FINAL
1940-04-26,14.085,14.698,-0.614,FINAL
1940-04-27,14.154,14.729,-0.575,FINAL
1940-04-28,14.141,14.759,-0.618,FINAL
1940-04-29,14.168,14.789,-0.621,FINAL
1940-04-30,14.173,14.819,-0.646,FINAL
1940-05-01,14.216,14.849,-0.633,FINAL
1940-05-02,14.230,14.878,-0.648,FINAL
1940-05-03,14.237,14.907,-0.670,FINAL
1940-05-04,14.301,14.936,-0.635,FINAL
1940-05-05,14.296,14.965,-0.669,FINAL
1940-05-06,14.355,14.993,-0.638,FINAL
1940-05-07,14.454,15.021,-0.567,FINAL
1940-05-08,14.511,15.050,-0.538,FINAL
1940-05-09,14.577,15.078,-0.501,FINAL
1940-05-10,14.670,15.105,-0.435,FINAL
1940-05-11,14.626,15.133,-0.507,FINAL
1940-05-12,14.625,15.161,-0.535,FINAL
1940-05-13,14.612,15.188,-0.576,FINAL
1940-05-14,14.622,15.215,-0.593,FINAL
1940-05-15,14.705,15.243,-0.537,FINAL
1940-05-16,14.751,15.270,-0.519,FINAL
1940-05-17,14.821,15.297,-0.476,FINAL
1940-05-18,14.880,15.324,-0.444,FINAL
1940-05-19,14.972,15.351,-0.379,FINAL
1940-05-20,15.045,15.378,-0.333,FINAL
1940-05-21,15.045,15.405,-0.360,FINAL
1940-05-22,15.034,15.432,-0.398,FINAL
1940-05-23,15.058,15.459,-0.401,FINAL
1940-05-24,15.053,15.486,-0.432,FINAL
1940-05-25,15.045,15.512,-0.468,FINAL
1940-05-26,15.032,15.539,-0.507,FINAL
1940-05-27,15.009,15.566,-0.556,FINAL
1940-05-28,15.045,15.592,-0.547,FINAL
1940-05-29,15.097,15.618,-0.521,FINAL
1940-05-30,15.086,15.644,-0.558,FINAL
1940-05-31,15.100,15.670,-0.570,FINAL
1940-06-01,15.098,15.696,-0.598,FINAL
1940-06-02,15.005,15.721,-0.716,FINAL
1940-06-03,14.968,15.746,-0.778,FINAL
1940-06-04,15.009,15.771,-0.762,FINAL
1940-06-05,15.051,15.795,-0.744,FINAL
1940-06-06,15.084,15.819,-0.735,FINAL
1940-06-07,15.083,15.842,-0.758,FINAL
1940-06-08,15.035,15.864,-0.829,FINAL
1940-06-09,15.059,15.886,-0.827,FINAL
1940-06-10,15.140,15.907,-0.768,FINAL
1940-06-11,15.206,15.928,-0.722,FINAL
1940-06-12,15.273,15.948,-0.675,FINAL
1940-06-13,15.327,15.967,-0.641,FINAL
1940-06-14,15.336,15.985,-0.649,FINAL
1940-06-15,15.352,16.003,-0.651,FINAL
1940-06-16,15.323,16.020,-0.697,FINAL
1940-06-17,15.358,16.035,-0.677,FINAL
1940-06-18,15.383,16.050,-0.668,FINAL
1940-06-19,15.417,16.064,-0.648,FINAL
1940-06-20,15.367,16.078,-0.711,FINAL
1940-06-21,15.364,16.090,-0.727,FINAL
1940-06-22,15.421,16.102,-0.680,FINAL
1940-06-23,15.456,16.112,-0.657,FINAL
1940-06-24,15.524,16.122,-0.598,FINAL
1940-06-25,15.588,16.131,-0.544,FINAL
1940-06-26,15.628,16.140,-0.512,FINAL
1940-06-27,15.685,16.148,-0.463,FINAL
1940-06-28,15.679,16.155,-0.476,FINAL
1940-06-29,15.635,16.161,-0.526,FINAL
1940-06-30,15.593,16.167,-0.574,FINAL
1940-07-01,15.581,16.173,-0.592,FINAL
1940-07-02,15.625,16.178,-0.553,FINAL
1940-07-03,15.678,16.183,-0.504,FINAL
1940-07-04,15.762,16.187,-0.425,FINAL
1940-07-05,15.795,16.191,-0.396,FINAL
1940-07-06,15.806,16.195,-0.389,FINAL
1940-07-07,15.847,16.199,-0.352,FINAL
1940-07-08,15.867,16.202,-0.335,FINAL
1940-07-09,15.826,16.206,-0.380,FINAL
1940-07-10,15.817,16.209,-0.392,FINAL
1940-07-11,15.894,16.213,-0.319,FINAL
1940-07-12,15.925,16.216,-0.291,FINAL
1940-07-13,15.885,16.220,-0.334,FINAL
1940-07-14,15.803,16.223,-0.420,FINAL
1940-07-15,15.693,16.227,-0.534,FINAL
1940-07-16,15.679,16.230,-0.551,FINAL
1940-07-17,15.708,16.234,-0.526,FINAL
1940-07-18,15.675,16.237,-0.562,FINAL
1940-07-19,15.692,16.241,-0.548,FINAL
1940-07-20,15.744,16.244,-0.500,FINAL
1940-07-21,15.783,16.248,-0.465,FINAL
1940-07-22,15.798,16.251,-0.453,FINAL
1940-07-23,15.798,16.254,-0.456,FINAL
1940-07-24,15.789,16.257,-0.468,FINAL
1940-07-25,15.783,16.260,-0.477,FINAL
1940-07-26,15.802,16.262,-0.460,FINAL
1940-07-27,15.777,16.264,-0.487,FINAL
1940-07-28,15.775,16.265,-0.490,FINAL
1940-07-29,15.803,16.266,-0.463,FINAL
1940-07-30,15.872,16.267,-0.395,FINAL
1940-07-31,15.879,16.266,-0.388,FINAL
1940-08-01,15.856,16.265,-0.410,FINAL
1940-08-02,15.800,16.264,-0.463,FINAL
1940-08-03,15.725,16.261,-0.536,FINAL
1940-08-04,15.757,16.258,-0.501,FINAL
1940-08-05,15.797,16.254,-0.457,FINAL
1940-08-06,15.773,16.249,-0.476,FINAL
1940-08-07,15.702,16.243,-0.541,FINAL
1940-08-08,15.684,16.235,-0.551,FINAL
1940-08-09,15.665,16.227,-0.562,FINAL
1940-08-10,15.720,16.218,-0.498,FINAL
1940-08-11,15.771,16.208,-0.437,FINAL
1940-08-12,15.710,16.197,-0.487,FINAL
1940-08-13,15.684,16.185,-0.501,FINAL
1940-08-14,15.687,16.172,-0.485,FINAL
1940-08-15,15.718,16.158,-0.441,FINAL
1940-08-16,15.703,16.144,-0.440,FINAL
1940-08-17,15.598,16.128,-0.530,FINAL
1940-08-18,15.560,16.111,-0.551,FINAL
1940-08-19,15.539,16.094,-0.555,FINAL
1940-08-20,15.540,16.076,-0.536,FINAL
1940-08-21,15.547,16.057,-0.510,FINAL
1940-08-22,15.567,16.037,-0.471,FINAL
1940-08-23,15.530,16.017,-0.487,FINAL
1940-08-24,15.483,15.997,-0.514,FINAL
1940-08-25,15.509,15.976,-0.467,FINAL
1940-08-26,15.458,15.954,-0.497,FINAL
1940-08-27,15.449,15.932,-0.484,FINAL
1940-08-28,15.446,15.910,-0.464,FINAL
1940-08-29,15.374,15.887,-0.513,FINAL
1940-08-30,15.332,15.865,-0.533,FINAL
1940-08-31,15.309,15.842,-0.533,FINAL
1940-09-01,15.280,15.818,-0.538,FINAL
1940-09-02,15.295,15.795,-0.500,FINAL
1940-09-03,15.221,15.771,-0.550,FINAL
1940-09-04,15.149,15.748,-0.599,FINAL
1940-09-05,15.123,15.724,-0.601,FINAL
1940-09-06,15.042,15.700,-0.658,FINAL
1940-09-07,14.977,15.676,-0.699,FINAL
1940-09-08,14.935,15.652,-0.716,FINAL
1940-09-09,14.908,15.627,-0.719,FINAL
1940-09-10,14.861,15.603,-0.742,FINAL
1940-09-11,14.761,15.578,-0.817,FINAL
1940-09-12,14.709,15.553,-0.844,FINAL
1940-09-13,14.771,15.528,-0.757,FINAL
1940-09-14,14.874,15.502,-0.629,FINAL
1940-09-15,14.943,15.477,-0.534,FINAL
1940-09-16,14.958,15.450,-0.493,FINAL
1940-09-17,14.968,15.424,-0.456,FINAL
1940-09-18,14.964,15.397,-0.434,FINAL
1940-09-19,14.941,15.370,-0.429,FINAL
1940-09-20,14.882,15.342,-0.460,FINAL
1940-09-21,14.814,15.314,-0.500,FINAL
1940-09-22,14.725,15.285,-0.560,FINAL
1940-09-23,14.619,15.256,-0.637,FINAL
1940-09-24,14.559,15.226,-0.667,FINAL
1940-09-25,14.460,15.196,-0.735,FINAL
1940-09-26,14.369,15.165,-0.796,FINAL
1940-09-27,14.350,15.133,-0.783,FINAL
1940-09-28,14.312,15.101,-0.789,FINAL
1940-09-29,14.288,15.068,-0.780,FINAL
1940-09-30,14.292,15.035,-0.743,FINAL
1940-10-01,14.248,15.001,-0.753,FINAL
1940-10-02,14.177,14.967,-0.789,FINAL
1940-10-03,14.120,14.932,-0.812,FINAL
1940-10-04,14.122,14.896,-0.775,FINAL
1940-10-05,14.103,14.861,-0.758,FINAL
1940-10-06,14.136,14.824,-0.688,FINAL
1940-10-07,14.080,14.788,-0.708,FINAL
1940-10-08,14.008,14.751,-0.743,FINAL
1940-10-09,13.937,14.714,-0.777,FINAL
1940-10-10,13.911,14.676,-0.765,FINAL
1940-10-11,13.867,14.638,-0.771,FINAL
1940-10-12,13.865,14.600,-0.736,FINAL
1940-10-13,13.887,14.562,-0.675,FINAL
1940-10-14,13.812,14.524,-0.711,FINAL
1940-10-15,13.717,14.486,-0.769,FINAL
1940-10-16,13.592,14.447,-0.855,FINAL
1940-10-17,13.530,14.409,-0.879,FINAL
1940-10-18,13.439,14.371,-0.932,FINAL
1940-10-19,13.367,14.332,-0.966,FINAL
1940-10-20,13.373,14.294,-0.921,FINAL
1940-10-21,13.389,14.256,-0.868,FINAL
1940-10-22,13.359,14.218,-0.860,FINAL
1940-10-23,13.329,14.181,-0.851,FINAL
1940-10-24,13.319,14.143,-0.824,FINAL
1940-10-25,13.200,14.106,-0.906,FINAL
1940-10-26,13.142,14.068,-0.926,FINAL
1940-10-27,13.140,14.031,-0.892,FINAL
1940-10-28,13.160,13.994,-0.834,FINAL
1940-10-29,13.144,13.958,-0.814,FINAL
1940-10-30,13.101,13.921,-0.820,FINAL
1940-10-31,13.057,13.885,-0.828,FINAL
1940-11-01,13.008,13.849,-0.841,FINAL
1940-11-02,12.911,13.813,-0.902,FINAL
1940-11-03,12.827,13.778,-0.951,FINAL
1940-11-04,12.782,13.742,-0.961,FINAL
1940-11-05,12.748,13.707,-0.959,FINAL
1940-11-06,12.700,13.672,-0.973,FINAL
1940-11-07,12.683,13.638,-0.954,FINAL
1940-11-08,12.654,13.603,-0.949,FINAL
1940-11-09,12.616,13.569,-0.953,FINAL
1940-11-10,12.615,13.535,-0.920,FINAL
1940-11-11,12.559,13.501,-0.943,FINAL
1940-11-12,12.502,13.468,-0.966,FINAL
1940-11-13,12.472,13.435,-0.962,FINAL
1940-11-14,12.517,13.402,-0.885,FINAL
1940-11-15,12.559,13.369,-0.810,FINAL
1940-11-16,12.624,13.337,-0.713,FINAL
1940-11-17,12.654,13.305,-0.652,FINAL
1940-11-18,12.695,13.274,-0.579,FINAL
1940-11-19,12.706,13.243,-0.537,FINAL
1940-11-20,12.690,13.213,-0.522,FINAL
1940-11-21,12.666,13.183,-0.516,FINAL
1940-11-22,12.601,13.153,-0.552,FINAL
1940-11-23,12.583,13.124,-0.542,FINAL
1940-11-24,12.565,13.096,-0.531,FINAL
1940-11-25,12.484,13.069,-0.584,FINAL
1940-11-26,12.432,13.042,-0.609,FINAL
1940-11-27,12.425,13.015,-0.591,FINAL
1940-11-28,12.395,12.989,-0.594,FINAL
1940-11-29,12.365,12.964,-0.600,FINAL
1940-11-30,12.295,12.940,-0.645,FINAL
1940-12-01,12.235,12.917,-0.682,FINAL
1940-12-02,12.179,12.894,-0.715,FINAL
1940-12-03,12.216,12.872,-0.656,FINAL
1940-12-04,12.205,12.850,-0.646,FINAL
1940-12-05,12.228,12.830,-0.601,FINAL
1940-12-06,12.254,12.810,-0.555,FINAL
1940-12-07,12.258,12.791,-0.532,FINAL
1940-12-08,12.230,12.772,-0.543,FINAL
1940-12-09,12.195,12.754,-0.559,FINAL
1940-12-10,12.157,12.737,-0.581,FINAL
1940-12-11,12.083,12.721,-0.638,FINAL
1940-12-12,12.006,12.705,-0.699,FINAL
1940-12-13,11.949,12.690,-0.740,FINAL
1940-12-14,11.883,12.675,-0.792,FINAL
1940-12-15,11.881,12.661,-0.780,FINAL
1940-12-16,11.865,12.647,-0.782,FINAL
1940-12-17,11.832,12.634,-0.802,FINAL
1940-12-18,11.855,12.621,-0.766,FINAL
1940-12-19,11.882,12.609,-0.727,FINAL
1940-12-20,11.926,12.597,-0.671,FINAL
1940-12-21,11.990,12.585,-0.596,FINAL
1940-12-22,12.048,12.574,-0.526,FINAL
1940-12-23,12.098,12.563,-0.466,FINAL
1940-12-24,12.091,12.553,-0.462,FINAL
1940-12-25,12.131,12.543,-0.411,FINAL
1940-12-26,12.189,12.533,-0.344,FINAL
1940-12-27,12.172,12.523,-0.351,FINAL
1940-12-28,12.088,12.514,-0.426,FINAL
1940-12-29,12.015,12.505,-0.490,FINAL
1940-12-30,11.976,12.496,-0.520,FINAL
1940-12-31,11.919,12.488,-0.569,FINAL
1941-01-01,11.817,12.480,-0.664,FINAL
1941-01-02,11.808,12.472,-0.665,FINAL
1941-01-03,11.784,12.465,-0.681,FINAL
1941-01-04,11.714,12.458,-0.745,FINAL
1941-01-05,11.631,12.452,-0.821,FINAL
1941-01-06,11.712,12.446,-0.734,FINAL
1941-01-07,11.760,12.440,-0.680,FINAL
1941-01-08,11.808,12.435,-0.628,FINAL
1941-01-09,11.799,12.431,-0.631,FINAL
1941-01-10,11.838,12.427,-0.589,FINAL
1941-01-11,11.851,12.423,-0.572,FINAL
1941-01-12,11.810,12.421,-0.610,FINAL
1941-01-13,11.818,12.418,-0.600,FINAL
1941-01-14,11.792,12.417,-0.625,FINAL
1941-01-15,11.746,12.416,-0.670,FINAL
1941-01-16,11.737,12.416,-0.679,FINAL
1941-01-17,11.763,12.417,-0.654,FINAL
1941-01-18,11.744,12.418,-0.674,FINAL
1941-01-19,11.678,12.420,-0.742,FINAL
1941-01-20,11.711,12.423,-0.712,FINAL
1941-01-21,11.714,12.426,-0.712,FINAL
1941-01-22,11.745,12.431,-0.686,FINAL
1941-01-23,11.754,12.436,-0.682,FINAL
1941-01-24,11.697,12.442,-0.745,FINAL
1941-01-25,11.725,12.448,-0.723,FINAL
1941-01-26,11.761,12.455,-0.695,FINAL
1941-01-27,11.747,12.463,-0.717,FINAL
1941-01-28,11.760,12.472,-0.712,FINAL
1941-01-29,11.779,12.482,-0.703,FINAL
1941-01-30,11.788,12.492,-0.703,FINAL
1941-01-31,11.799,12.502,-0.703,FINAL
1941-02-01,11.791,12.513,-0.723,FINAL
1941-02-02,11.833,12.525,-0.692,FINAL
1941-02-03,11.879,12.538,-0.659,FINAL
1941-02-04,11.907,12.551,-0.644,FINAL
1941-02-05,11.903,12.564,-0.661,FINAL
1941-02-06,11.872,12.578,-0.706,FINAL
1941-02-07,11.855,12.592,-0.737,FINAL
1941-02-08,11.889,12.607,-0.719,FINAL
1941-02-09,11.908,12.622,-0.714,FINAL
1941-02-10,11.951,12.638,-0.687,FINAL
1941-02-11,12.080,12.654,-0.575,FINAL
1941-02-12,12.181,12.671,-0.490,FINAL
1941-02-13,12.257,12.687,-0.430,FINAL
1941-02-14,12.340,12.705,-0.365,FINAL
1941-02-15,12.392,12.722,-0.330,FINAL
1941-02-16,12.448,12.740,-0.292,FINAL
1941-02-17,12.542,12.758,-0.216,FINAL
1941-02-18,12.523,12.776,-0.253,FINAL
1941-02-19,12.484,12.795,-0.311,FINAL
1941-02-20,12.523,12.814,-0.291,FINAL
1941-02-21,12.521,12.834,-0.313,FINAL
1941-02-22,12.413,12.854,-0.440,FINAL
1941-02-23,12.345,12.874,-0.529,FINAL
1941-02-24,12.292,12.895,-0.603,FINAL
1941-02-25,12.264,12.916,-0.652,FINAL
1941-02-26,12.253,12.937,-0.684,FINAL
1941-02-27,12.278,12.959,-0.681,FINAL
1941-02-28,12.295,12.981,-0.686,FINAL
1941-03-01,12.282,13.003,-0.722,FINAL
1941-03-02,12.278,13.026,-0.748,FINAL
1941-03-03,12.261,13.050,-0.789,FINAL
1941-03-04,12.265,13.074,-0.808,FINAL
1941-03-05,12.288,13.098,-0.810,FINAL
1941-03-06,12.365,13.122,-0.757,FINAL
1941-03-07,12.468,13.148,-0.679,FINAL
1941-03-08,12.555,13.173,-0.618,FINAL
1941-03-09,12.552,13.199,-0.647,FINAL
1941-03-10,12.512,13.225,-0.713,FINAL
1941-03-11,12.502,13.252,-0.750,FINAL
1941-03-12,12.522,13.279,-0.758,FINAL
1941-03-13,12.586,13.307,-0.721,FINAL
1941-03-14,12.676,13.335,-0.659,FINAL
1941-03-15,12.737,13.363,-0.627,FINAL
1941-03-16,12.802,13.392,-0.590,FINAL
1941-03-17,12.745,13.421,-0.676,FINAL
1941-03-18,12.766,13.451,-0.685,FINAL
1941-03-19,12.870,13.481,-0.611,FINAL
1941-03-20,12.874,13.511,-0.637,FINAL
1941-03-21,12.827,13.541,-0.714,FINAL
1941-03-22,12.833,13.572,-0.739,FINAL
1941-03-23,12.828,13.603,-0.774,FINAL
1941-03-24,12.892,13.634,-0.742,FINAL
1941-03-25,13.005,13.666,-0.660,FINAL
1941-03-26,13.006,13.697,-0.691,FINAL
1941-03-27,13.040,13.729,-0.689,FINAL
1941-03-28,13.036,13.761,-0.725,FINAL
1941-03-29,13.024,13.793,-0.770,FINAL
1941-03-30,13.048,13.826,-0.777,FINAL
1941-03-31,13.110,13.858,-0.748,FINAL
1941-04-01,13.142,13.891,-0.749,FINAL
1941-04-02,13.131,13.923,-0.792,FINAL
1941-04-03,13.105,13.956,-0.851,FINAL
1941-04-04,13.151,13.989,-0.838,FINAL
1941-04-05,13.168,14.022,-0.854,FINAL
1941-04-06,13.131,14.055,-0.924,FINAL
1941-04-07,13.156,14.087,-0.932,FINAL
1941-04-08,13.220,14.120,-0.901,FINAL
1941-04-09,13.245,14.153,-0.908,FINAL
1941-04-10,13.294,14.186,-0.893,FINAL
1941-04-11,13.352,14.219,-0.867,FINAL
1941-04-12,13.387,14.252,-0.865,FINAL
1941-04-13,13.437,14.285,-0.847,FINAL
1941-04-14,13.542,14.317,-0.775,FINAL
1941-04-15,13.602,14.350,-0.748,FINAL
1941-04-16,13.634,14.382,-0.748,FINAL
1941-04-17,13.574,14.415,-0.841,FINAL
1941-04-18,13.570,14.447,-0.877,FINAL
1941-04-19,13.673,14.479,-0.806,FINAL
1941-04-20,13.752,14.511,-0.759,FINAL
1941-04-21,13.750,14.543,-0.793,FINAL
1941-04-22,13.748,14.574,-0.826,FINAL
1941-04-23,13.841,14.606,-0.765,FINAL
1941-04-24,13.885,14.637,-0.751,FINAL
1941-04-25,13.926,14.668,-0.742,FINAL
1941-04-26,13.953,14.698,-0.746,FINAL
1941-04-27,13.978,14.729,-0.751,FINAL
1941-04-28,13.984,14.759,-0.775,FINAL
1941-04-29,14.118,14.789,-0.671,FINAL
1941-04-30,14.197,14.819,-0.622,FINAL
1941-05-01,14.243,14.849,-0.606,FINAL
1941-05-02,14.295,14.878,-0.583,FINAL
1941-05-03,14.301,14.907,-0.606,FINAL
1941-05-04,14.259,14.936,-0.676,FINAL
1941-05-05,14.258,14.965,-0.706,FINAL
1941-05-06,14.256,14.993,-0.737,FINAL
1941-05-07,14.309,15.021,-0.712,FINAL
1941-05-08,14.329,15.050,-0.721,FINAL
1941-05-09,14.339,15.078,-0.738,FINAL
1941-05-10,14.375,15.105,-0.730,FINAL
1941-05-11,14.430,15.133,-0.702,FINAL
1941-05-12,14.475,15.161,-0.685,FINAL
1941-05-13,14.528,15.188,-0.660,FINAL
1941-05-14,14.655,15.215,-0.561,FINAL
1941-05-15,14.709,15.243,-0.533,FINAL
1941-05-16,14.768,15.270,-0.502,FINAL
1941-05-17,14.785,15.297,-0.511,FINAL
1941-05-18,14.725,15.324,-0.599,FINAL
1941-05-19,14.673,15.351,-0.678,FINAL
1941-05-20,14.729,15.378,-0.649,FINAL
1941-05-21,14.854,15.405,-0.551,FINAL
1941-05-22,14.931,15.432,-0.501,FINAL
1941-05-23,14.941,15.459,-0.517,FINAL
1941-05-24,14.935,15.486,-0.550,FINAL
1941-05-25,14.915,15.512,-0.597,FINAL
1941-05-26,14.935,15.539,-0.604,FINAL
1941-05-27,14.968,15.566,-0.597,FINAL
1941-05-28,15.023,15.592,-0.569,FINAL
1941-05-29,15.076,15.618,-0.542,FINAL
1941-05-30,15.091,15.644,-0.553,FINAL
1941-05-31,15.174,15.670,-0.496,FINAL
1941-06-01,15.296,15.696,-0.400,FINAL
1941-06-02,15.375,15.721,-0.346,FINAL
1941-06-03,15.375,15.746,-0.371,FINAL
1941-06-04,15.400,15.771,-0.370,FINAL
1941-06-05,15.433,15.795,-0.361,FINAL
1941-06-06,15.431,15.819,-0.388,FINAL
1941-06-07,15.405,15.842,-0.436,FINAL
1941-06-08,15.424,15.864,-0.440,FINAL
1941-06-09,15.409,15.886,-0.477,FINAL
1941-06-10,15.433,15.907,-0.474,FINAL
1941-06-11,15.529,15.928,-0.399,FINAL
1941-06-12,15.573,15.948,-0.375,FINAL
1941-06-13,15.545,15.967,-0.422,FINAL
1941-06-14,15.503,15.985,-0.482,FINAL
1941-06-15,15.450,16.003,-0.553,FINAL
1941-06-16,15.414,16.020,-0.606,FINAL
1941-06-17,15.416,16.035,-0.619,FINAL
1941-06-18,15.444,16.050,-0.606,FINAL
1941-06-19,15.460,16.064,-0.605,FINAL
1941-06-20,15.509,16.078,-0.569,FINAL
1941-06-21,15.566,16.090,-0.524,FINAL
1941-06-22,15.594,16.102,-0.507,FINAL
1941-06-23,15.649,16.112,-0.463,FINAL
